file,slice,label
file1000029,28,1
file1000029,13,1
file1000029,14,1
file1000031,14,1
file1000031,16,1
file1000031,17,1
file1000031,17,1
file1000031,17,1
file1000031,18,1
file1000031,18,1
file1000031,19,1
file1000031,19,1
file1000031,19,1
file1000031,20,1
file1000031,20,1
file1000031,20,1
file1000031,20,1
file1000031,21,1
file1000031,21,1
file1000031,21,1
file1000031,22,1
file1000031,22,1
file1000031,22,1
file1000031,22,1
file1000031,22,1
file1000032,23,1
file1000032,23,1
file1000032,23,1
file1000039,23,1
file1000039,23,1
file1000039,23,1
file1000039,23,1
file1000039,24,1
file1000039,24,1
file1000039,24,1
file1000039,24,1
file1000040,24,1
file1000040,24,1
file1000040,24,1
file1000040,25,1
file1000040,25,1
file1000040,25,1
file1000040,25,1
file1000040,20,1
file1000040,21,1
file1000040,21,1
file1000040,22,1
file1000041,22,1
file1000041,22,1
file1000041,23,1
file1000041,23,1
file1000041,23,1
file1000041,23,1
file1000041,24,1
file1000043,24,1
file1000043,24,1
file1000043,24,1
file1000043,25,1
file1000043,25,1
file1000043,25,1
file1000043,26,1
file1000043,26,1
file1000043,27,1
file1000043,27,1
file1000043,28,1
file1000043,28,1
file1000043,29,1
file1000043,24,1
file1000043,7,1
file1000043,8,1
file1000043,21,1
file1000043,21,1
file1000043,22,1
file1000043,22,1
file1000043,23,1
file1000043,24,1
file1000043,24,1
file1000043,24,1
file1000043,25,1
file1000043,25,1
file1000043,26,1
file1000043,27,1
file1000043,28,1
file1000043,31,1
file1000043,32,1
file1000043,18,1
file1000043,18,1
file1000048,19,1
file1000048,19,1
file1000048,20,1
file1000048,20,1
file1000048,21,1
file1000048,21,1
file1000048,14,1
file1000048,15,1
file1000048,16,1
file1000048,17,1
file1000048,18,1
file1000048,19,1
file1000048,20,1
file1000048,21,1
file1000048,21,1
file1000048,21,1
file1000048,22,1
file1000048,22,1
file1000048,22,1
file1000052,22,1
file1000052,23,1
file1000052,23,1
file1000052,24,1
file1000052,24,1
file1000052,24,1
file1000052,24,1
file1000052,25,1
file1000052,25,1
file1000052,25,1
file1000053,25,1
file1000053,26,1
file1000053,26,1
file1000053,27,1
file1000053,29,1
file1000053,30,1
file1000053,31,1
file1000057,10,1
file1000057,11,1
file1000057,12,1
file1000057,13,1
file1000057,14,1
file1000057,15,1
file1000057,16,1
file1000057,17,1
file1000057,18,1
file1000057,19,1
file1000057,19,1
file1000057,20,1
file1000057,20,1
file1000057,21,1
file1000057,21,1
file1000057,22,1
file1000057,22,1
file1000057,23,1
file1000057,23,1
file1000057,24,1
file1000057,24,1
file1000057,25,1
file1000057,26,1
file1000057,27,1
file1000057,3,1
file1000057,4,1
file1000057,5,1
file1000057,18,1
file1000057,19,1
file1000057,20,1
file1000057,20,1
file1000057,21,1
file1000057,21,1
file1000057,15,1
file1000057,16,1
file1000057,17,1
file1000057,17,1
file1000057,18,1
file1000057,18,1
file1000057,18,1
file1000057,19,1
file1000057,19,1
file1000058,20,1
file1000058,20,1
file1000058,21,1
file1000058,21,1
file1000058,22,1
file1000058,23,1
file1000058,14,1
file1000058,15,1
file1000058,16,1
file1000058,17,1
file1000058,18,1
file1000058,18,1
file1000058,19,1
file1000058,20,1
file1000058,21,1
file1000058,22,1
file1000058,23,1
file1000058,24,1
file1000058,25,1
file1000058,26,1
file1000058,16,1
file1000058,17,1
file1000058,18,1
file1000058,19,1
file1000059,20,1
file1000060,20,1
file1000060,21,1
file1000060,22,1
file1000060,7,1
file1000060,8,1
file1000060,9,1
file1000060,10,1
file1000060,11,1
file1000060,12,1
file1000060,13,1
file1000060,13,1
file1000060,13,1
file1000060,14,1
file1000060,14,1
file1000060,14,1
file1000060,15,1
file1000060,15,1
file1000061,16,1
file1000061,16,1
file1000061,17,1
file1000061,17,1
file1000061,18,1
file1000061,18,1
file1000061,18,1
file1000061,19,1
file1000064,19,1
file1000064,20,1
file1000064,20,1
file1000064,20,1
file1000064,21,1
file1000064,21,1
file1000064,21,1
file1000064,22,1
file1000064,22,1
file1000064,22,1
file1000064,23,1
file1000064,23,1
file1000064,24,1
file1000064,14,1
file1000064,14,1
file1000064,15,1
file1000064,24,1
file1000064,25,1
file1000064,26,1
file1000064,27,1
file1000064,11,1
file1000064,12,1
file1000064,12,1
file1000064,13,1
file1000064,13,1
file1000064,14,1
file1000064,14,1
file1000064,15,1
file1000064,16,1
file1000064,16,1
file1000065,17,1
file1000065,17,1
file1000065,17,1
file1000065,18,1
file1000065,18,1
file1000065,18,1
file1000065,19,1
file1000065,19,1
file1000065,19,1
file1000065,20,1
file1000065,20,1
file1000065,20,1
file1000065,21,1
file1000065,21,1
file1000065,21,1
file1000065,22,1
file1000065,22,1
file1000065,22,1
file1000065,23,1
file1000065,23,1
file1000065,23,1
file1000065,23,1
file1000065,24,1
file1000065,24,1
file1000066,24,1
file1000066,24,1
file1000066,25,1
file1000066,25,1
file1000066,25,1
file1000066,25,1
file1000066,26,1
file1000066,26,1
file1000066,27,1
file1000069,15,1
file1000069,16,1
file1000069,17,1
file1000069,18,1
file1000069,19,1
file1000069,20,1
file1000069,20,1
file1000069,21,1
file1000069,22,1
file1000069,23,1
file1000069,24,1
file1000069,25,1
file1000069,26,1
file1000069,13,1
file1000069,14,1
file1000070,14,1
file1000070,15,1
file1000070,18,1
file1000070,18,1
file1000070,19,1
file1000070,19,1
file1000070,20,1
file1000070,21,1
file1000070,23,1
file1000070,24,1
file1000070,25,1
file1000070,25,1
file1000070,26,1
file1000070,26,1
file1000071,27,1
file1000071,6,1
file1000071,7,1
file1000071,10,1
file1000071,18,1
file1000071,19,1
file1000073,19,1
file1000073,20,1
file1000073,21,1
file1000073,22,1
file1000073,23,1
file1000073,23,1
file1000073,24,1
file1000073,25,1
file1000073,26,1
file1000073,18,1
file1000073,19,1
file1000075,20,1
file1000075,21,1
file1000075,22,1
file1000075,23,1
file1000075,24,1
file1000075,25,1
file1000075,26,1
file1000075,27,1
file1000081,18,1
file1000081,19,1
file1000081,20,1
file1000081,21,1
file1000081,10,1
file1000081,11,1
file1000081,12,1
file1000081,13,1
file1000081,14,1
file1000081,15,1
file1000081,16,1
file1000081,17,1
file1000081,21,1
file1000081,22,1
file1000081,23,1
file1000081,23,1
file1000081,24,1
file1000081,24,1
file1000081,24,1
file1000081,25,1
file1000081,25,1
file1000081,26,1
file1000081,26,1
file1000081,27,1
file1000081,27,1
file1000081,28,1
file1000081,29,1
file1000081,29,1
file1000081,30,1
file1000081,30,1
file1000081,34,1
file1000081,35,1
file1000081,36,1
file1000081,18,1
file1000081,19,1
file1000084,19,1
file1000084,23,1
file1000084,24,1
file1000084,25,1
file1000084,26,1
file1000084,27,1
file1000084,28,1
file1000085,29,1
file1000085,30,1
file1000085,20,1
file1000085,21,1
file1000085,9,1
file1000085,10,1
file1000085,11,1
file1000085,12,1
file1000085,13,1
file1000085,14,1
file1000085,15,1
file1000085,16,1
file1000085,17,1
file1000085,17,1
file1000085,17,1
file1000085,18,1
file1000085,18,1
file1000085,19,1
file1000085,20,1
file1000085,21,1
file1000085,21,1
file1000085,21,1
file1000085,22,1
file1000085,22,1
file1000085,23,1
file1000085,23,1
file1000085,24,1
file1000085,24,1
file1000085,24,1
file1000085,24,1
file1000085,25,1
file1000085,25,1
file1000085,25,1
file1000085,25,1
file1000085,25,1
file1000085,25,1
file1000085,26,1
file1000085,26,1
file1000085,26,1
file1000085,26,1
file1000085,26,1
file1000085,26,1
file1000085,27,1
file1000086,27,1
file1000086,27,1
file1000086,27,1
file1000086,27,1
file1000086,28,1
file1000086,28,1
file1000086,28,1
file1000086,28,1
file1000086,28,1
file1000086,28,1
file1000086,28,1
file1000086,28,1
file1000086,29,1
file1000088,29,1
file1000088,29,1
file1000088,29,1
file1000088,29,1
file1000088,29,1
file1000088,29,1
file1000088,29,1
file1000088,29,1
file1000088,30,1
file1000088,30,1
file1000090,30,1
file1000090,30,1
file1000090,30,1
file1000090,30,1
file1000090,30,1
file1000090,30,1
file1000090,31,1
file1000094,31,1
file1000094,31,1
file1000094,31,1
file1000094,31,1
file1000094,31,1
file1000094,32,1
file1000094,32,1
file1000094,32,1
file1000094,32,1
file1000094,32,1
file1000094,33,1
file1000094,33,1
file1000094,33,1
file1000094,34,1
file1000097,34,1
file1000097,35,1
file1000097,35,1
file1000097,36,1
file1000097,16,1
file1000097,17,1
file1000097,18,1
file1000097,19,1
file1000097,20,1
file1000097,20,1
file1000098,21,1
file1000098,21,1
file1000098,22,1
file1000098,22,1
file1000100,23,1
file1000100,23,1
file1000100,24,1
file1000100,24,1
file1000100,25,1
file1000100,25,1
file1000100,26,1
file1000100,14,1
file1000100,15,1
file1000100,16,1
file1000100,17,1
file1000100,18,1
file1000100,19,1
file1000100,19,1
file1000100,20,1
file1000100,20,1
file1000100,20,1
file1000100,21,1
file1000100,21,1
file1000100,21,1
file1000100,22,1
file1000100,22,1
file1000100,22,1
file1000100,22,1
file1000100,22,1
file1000100,23,1
file1000100,23,1
file1000100,23,1
file1000100,23,1
file1000101,23,1
file1000101,23,1
file1000101,24,1
file1000101,24,1
file1000101,24,1
file1000101,24,1
file1000101,24,1
file1000101,24,1
file1000101,25,1
file1000101,25,1
file1000101,25,1
file1000107,25,1
file1000107,25,1
file1000107,25,1
file1000107,25,1
file1000107,26,1
file1000107,26,1
file1000107,26,1
file1000107,26,1
file1000107,26,1
file1000107,26,1
file1000107,26,1
file1000109,27,1
file1000109,27,1
file1000115,27,1
file1000115,27,1
file1000115,27,1
file1000115,27,1
file1000115,27,1
file1000115,28,1
file1000115,28,1
file1000115,28,1
file1000115,28,1
file1000115,28,1
file1000115,28,1
file1000115,29,1
file1000115,29,1
file1000115,29,1
file1000115,29,1
file1000115,29,1
file1000115,30,1
file1000115,30,1
file1000115,31,1
file1000115,31,1
file1000115,32,1
file1000115,14,1
file1000115,15,1
file1000115,15,1
file1000115,16,1
file1000115,16,1
file1000115,17,1
file1000115,17,1
file1000115,17,1
file1000115,18,1
file1000115,18,1
file1000115,18,1
file1000115,19,1
file1000115,19,1
file1000115,19,1
file1000115,20,1
file1000115,20,1
file1000115,20,1
file1000115,21,1
file1000115,21,1
file1000115,21,1
file1000115,22,1
file1000115,22,1
file1000115,23,1
file1000115,24,1
file1000115,10,1
file1000115,11,1
file1000115,12,1
file1000115,13,1
file1000115,14,1
file1000115,15,1
file1000115,16,1
file1000115,16,1
file1000115,17,1
file1000115,18,1
file1000115,18,1
file1000115,19,1
file1000115,20,1
file1000115,20,1
file1000115,21,1
file1000115,21,1
file1000115,22,1
file1000115,22,1
file1000115,22,1
file1000115,22,1
file1000115,23,1
file1000115,23,1
file1000115,23,1
file1000115,24,1
file1000115,24,1
file1000115,25,1
file1000115,26,1
file1000115,27,1
file1000115,27,1
file1000115,28,1
file1000115,29,1
file1000115,21,1
file1000115,21,1
file1000115,22,1
file1000115,23,1
file1000115,24,1
file1000115,8,1
file1000115,9,1
file1000115,10,1
file1000115,11,1
file1000115,12,1
file1000115,13,1
file1000117,13,1
file1000117,14,1
file1000117,14,1
file1000117,15,1
file1000117,16,1
file1000117,17,1
file1000117,18,1
file1000117,19,1
file1000117,19,1
file1000117,19,1
file1000117,20,1
file1000117,20,1
file1000117,20,1
file1000117,21,1
file1000117,21,1
file1000117,22,1
file1000117,22,1
file1000120,23,1
file1000120,24,1
file1000120,17,1
file1000120,17,1
file1000120,18,1
file1000120,18,1
file1000120,19,1
file1000120,19,1
file1000120,20,1
file1000120,20,1
file1000120,21,1
file1000120,18,1
file1000120,19,1
file1000120,20,1
file1000120,21,1
file1000120,22,1
file1000120,15,1
file1000120,16,1
file1000120,17,1
file1000120,18,1
file1000120,19,1
file1000120,10,1
file1000120,11,1
file1000120,11,1
file1000120,12,1
file1000120,12,1
file1000120,19,1
file1000120,20,1
file1000120,20,1
file1000120,21,1
file1000120,21,1
file1000120,21,1
file1000120,22,1
file1000120,22,1
file1000120,23,1
file1000120,25,1
file1000120,25,1
file1000120,26,1
file1000120,26,1
file1000120,27,1
file1000120,28,1
file1000120,5,1
file1000120,6,1
file1000120,7,1
file1000120,8,1
file1000120,8,1
file1000120,9,1
file1000120,9,1
file1000120,10,1
file1000120,11,1
file1000120,12,1
file1000120,13,1
file1000120,14,1
file1000120,15,1
file1000120,16,1
file1000120,17,1
file1000120,19,1
file1000120,20,1
file1000120,21,1
file1000120,21,1
file1000120,22,1
file1000120,22,1
file1000120,23,1
file1000120,24,1
file1000120,25,1
file1000120,26,1
file1000120,27,1
file1000123,19,1
file1000123,20,1
file1000123,21,1
file1000123,21,1
file1000123,22,1
file1000123,22,1
file1000123,23,1
file1000123,24,1
file1000123,24,1
file1000123,25,1
file1000123,24,1
file1000123,25,1
file1000123,19,1
file1000123,20,1
file1000123,21,1
file1000123,22,1
file1000123,27,1
file1000123,28,1
file1000123,29,1
file1000123,30,1
file1000123,31,1
file1000123,32,1
file1000123,33,1
file1000123,34,1
file1000125,19,1
file1000125,20,1
file1000125,20,1
file1000125,20,1
file1000125,21,1
file1000125,21,1
file1000125,21,1
file1000125,21,1
file1000125,22,1
file1000125,22,1
file1000125,22,1
file1000125,22,1
file1000125,23,1
file1000125,23,1
file1000125,23,1
file1000125,23,1
file1000125,23,1
file1000125,24,1
file1000125,24,1
file1000125,24,1
file1000125,24,1
file1000125,25,1
file1000125,25,1
file1000125,25,1
file1000125,26,1
file1000125,27,1
file1000125,27,1
file1000125,28,1
file1000125,14,1
file1000125,15,1
file1000125,16,1
file1000127,23,1
file1000127,12,1
file1000127,13,1
file1000127,14,1
file1000127,14,1
file1000129,15,1
file1000129,16,1
file1000129,17,1
file1000129,18,1
file1000129,18,1
file1000129,19,1
file1000129,19,1
file1000129,19,1
file1000129,20,1
file1000129,21,1
file1000129,23,1
file1000129,24,1
file1000129,25,1
file1000129,11,1
file1000129,12,1
file1000129,13,1
file1000129,14,1
file1000129,15,1
file1000129,15,1
file1000129,15,1
file1000129,16,1
file1000129,16,1
file1000131,16,1
file1000131,17,1
file1000131,17,1
file1000138,17,1
file1000138,18,1
file1000138,18,1
file1000138,18,1
file1000138,18,1
file1000138,19,1
file1000138,19,1
file1000138,19,1
file1000138,19,1
file1000141,19,1
file1000141,20,1
file1000141,20,1
file1000141,20,1
file1000141,21,1
file1000142,21,1
file1000142,21,1
file1000142,21,1
file1000142,22,1
file1000142,22,1
file1000143,22,1
file1000143,22,1
file1000143,23,1
file1000143,23,1
file1000143,24,1
file1000143,29,1
file1000143,30,1
file1000143,31,1
file1000143,32,1
file1000143,17,1
file1000143,18,1
file1000143,21,1
file1000143,22,1
file1000143,23,1
file1000143,9,1
file1000143,10,1
file1000143,11,1
file1000143,12,1
file1000143,13,1
file1000143,14,1
file1000148,15,1
file1000148,16,1
file1000148,19,1
file1000148,20,1
file1000148,31,1
file1000148,32,1
file1000148,33,1
file1000148,34,1
file1000148,35,1
file1000148,36,1
file1000148,11,1
file1000148,11,1
file1000148,12,1
file1000148,12,1
file1000148,13,1
file1000148,13,1
file1000148,14,1
file1000148,14,1
file1000148,15,1
file1000148,17,1
file1000148,18,1
file1000148,19,1
file1000148,20,1
file1000148,21,1
file1000148,22,1
file1000148,23,1
file1000149,23,1
file1000149,24,1
file1000149,24,1
file1000149,25,1
file1000149,25,1
file1000149,26,1
file1000149,27,1
file1000149,28,1
file1000149,20,1
file1000149,21,1
file1000154,22,1
file1000154,23,1
file1000159,24,1
file1000159,25,1
file1000159,5,1
file1000159,6,1
file1000159,7,1
file1000159,16,1
file1000159,17,1
file1000159,18,1
file1000159,26,1
file1000159,27,1
file1000159,14,1
file1000159,15,1
file1000161,15,1
file1000161,16,1
file1000161,21,1
file1000161,22,1
file1000161,23,1
file1000161,30,1
file1000161,30,1
file1000161,31,1
file1000161,32,1
file1000161,33,1
file1000161,34,1
file1000161,35,1
file1000161,36,1
file1000161,37,1
file1000161,17,1
file1000161,18,1
file1000161,19,1
file1000161,20,1
file1000161,20,1
file1000161,21,1
file1000161,21,1
file1000161,22,1
file1000161,22,1
file1000161,23,1
file1000161,23,1
file1000161,24,1
file1000161,25,1
file1000161,26,1
file1000167,9,1
file1000167,10,1
file1000167,11,1
file1000167,12,1
file1000172,13,1
file1000172,14,1
file1000172,15,1
file1000172,16,1
file1000172,17,1
file1000172,18,1
file1000172,19,1
file1000172,20,1
file1000172,24,1
file1000172,25,1
file1000172,26,1
file1000172,26,1
file1000172,27,1
file1000172,27,1
file1000172,28,1
file1000172,28,1
file1000172,34,1
file1000173,35,1
file1000173,36,1
file1000173,20,1
file1000173,21,1
file1000173,22,1
file1000173,22,1
file1000173,23,1
file1000173,23,1
file1000173,24,1
file1000173,25,1
file1000173,26,1
file1000173,27,1
file1000173,28,1
file1000173,29,1
file1000173,19,1
file1000173,20,1
file1000173,21,1
file1000173,22,1
file1000173,14,1
file1000173,15,1
file1000173,16,1
file1000173,17,1
file1000173,18,1
file1000173,18,1
file1000173,19,1
file1000173,19,1
file1000173,20,1
file1000173,20,1
file1000173,21,1
file1000173,21,1
file1000173,21,1
file1000173,22,1
file1000173,22,1
file1000173,22,1
file1000173,22,1
file1000173,23,1
file1000173,23,1
file1000173,23,1
file1000173,23,1
file1000173,23,1
file1000176,23,1
file1000176,23,1
file1000176,23,1
file1000176,24,1
file1000176,24,1
file1000177,24,1
file1000177,24,1
file1000177,24,1
file1000177,24,1
file1000177,24,1
file1000177,24,1
file1000177,25,1
file1000177,25,1
file1000177,25,1
file1000177,25,1
file1000177,25,1
file1000177,25,1
file1000177,26,1
file1000177,26,1
file1000177,26,1
file1000177,26,1
file1000178,26,1
file1000178,26,1
file1000178,27,1
file1000178,27,1
file1000178,27,1
file1000178,27,1
file1000178,28,1
file1000178,28,1
file1000178,28,1
file1000178,28,1
file1000178,28,1
file1000178,29,1
file1000178,29,1
file1000178,29,1
file1000178,29,1
file1000178,29,1
file1000178,30,1
file1000178,30,1
file1000178,30,1
file1000178,30,1
file1000178,30,1
file1000178,31,1
file1000178,31,1
file1000178,31,1
file1000178,31,1
file1000178,31,1
file1000178,32,1
file1000178,32,1
file1000178,32,1
file1000178,32,1
file1000178,18,1
file1000178,19,1
file1000178,20,1
file1000178,21,1
file1000178,22,1
file1000178,22,1
file1000178,23,1
file1000178,23,1
file1000179,23,1
file1000179,24,1
file1000179,24,1
file1000179,24,1
file1000179,25,1
file1000179,25,1
file1000179,25,1
file1000179,26,1
file1000179,26,1
file1000179,26,1
file1000179,26,1
file1000179,27,1
file1000179,27,1
file1000179,28,1
file1000179,12,1
file1000179,13,1
file1000179,14,1
file1000179,15,1
file1000179,15,1
file1000179,16,1
file1000179,16,1
file1000179,16,1
file1000179,17,1
file1000179,17,1
file1000181,17,1
file1000181,17,1
file1000181,18,1
file1000181,18,1
file1000181,18,1
file1000181,18,1
file1000182,18,1
file1000182,19,1
file1000182,19,1
file1000185,19,1
file1000185,19,1
file1000185,20,1
file1000185,20,1
file1000185,20,1
file1000185,20,1
file1000190,21,1
file1000190,21,1
file1000190,22,1
file1000190,22,1
file1000190,23,1
file1000190,24,1
file1000190,28,1
file1000190,29,1
file1000190,22,1
file1000190,23,1
file1000190,24,1
file1000190,13,1
file1000190,13,1
file1000193,14,1
file1000193,14,1
file1000196,15,1
file1000196,15,1
file1000196,16,1
file1000196,16,1
file1000196,23,1
file1000196,23,1
file1000196,24,1
file1000196,24,1
file1000196,25,1
file1000198,25,1
file1000198,26,1
file1000198,26,1
file1000198,27,1
file1000198,27,1
file1000198,28,1
file1000198,31,1
file1000198,18,1
file1000198,19,1
file1000198,20,1
file1000198,20,1
file1000198,20,1
file1000198,21,1
file1000198,21,1
file1000198,21,1
file1000198,22,1
file1000199,22,1
file1000199,22,1
file1000199,22,1
file1000199,22,1
file1000199,23,1
file1000199,23,1
file1000199,23,1
file1000199,23,1
file1000199,24,1
file1000199,24,1
file1000199,24,1
file1000199,25,1
file1000199,25,1
file1000199,25,1
file1000200,25,1
file1000200,26,1
file1000200,26,1
file1000200,26,1
file1000200,27,1
file1000200,27,1
file1000200,27,1
file1000200,20,1
file1000200,21,1
file1000200,22,1
file1000200,23,1
file1000200,24,1
file1000200,25,1
file1000200,26,1
file1000200,26,1
file1000200,27,1
file1000200,27,1
file1000200,28,1
file1000200,28,1
file1000200,29,1
file1000200,30,1
file1000200,31,1
file1000200,21,1
file1000201,23,1
file1000201,8,1
file1000201,9,1
file1000201,10,1
file1000201,11,1
file1000201,12,1
file1000201,12,1
file1000201,16,1
file1000201,17,1
file1000201,18,1
file1000201,20,1
file1000204,21,1
file1000204,22,1
file1000204,23,1
file1000204,24,1
file1000204,25,1
file1000204,26,1
file1000204,27,1
file1000204,16,1
file1000204,24,1
file1000204,25,1
file1000204,16,1
file1000204,17,1
file1000205,18,1
file1000205,19,1
file1000205,20,1
file1000205,20,1
file1000206,21,1
file1000206,21,1
file1000206,19,1
file1000206,19,1
file1000206,20,1
file1000207,20,1
file1000207,20,1
file1000207,21,1
file1000207,22,1
file1000207,23,1
file1000207,19,1
file1000207,19,1
file1000207,20,1
file1000207,20,1
file1000207,21,1
file1000207,21,1
file1000207,22,1
file1000207,22,1
file1000207,19,1
file1000207,20,1
file1000207,20,1
file1000207,21,1
file1000207,22,1
file1000207,23,1
file1000207,16,1
file1000207,17,1
file1000207,18,1
file1000207,19,1
file1000207,19,1
file1000207,20,1
file1000207,21,1
file1000207,22,1
file1000207,22,1
file1000207,23,1
file1000207,23,1
file1000207,24,1
file1000207,24,1
file1000207,25,1
file1000207,4,1
file1000207,5,1
file1000207,6,1
file1000207,7,1
file1000207,8,1
file1000207,9,1
file1000207,11,1
file1000207,12,1
file1000207,13,1
file1000207,14,1
file1000207,14,1
file1000207,15,1
file1000207,15,1
file1000207,16,1
file1000207,16,1
file1000207,17,1
file1000207,17,1
file1000207,18,1
file1000207,19,1
file1000207,20,1
file1000207,21,1
file1000207,22,1
file1000207,23,1
file1000207,21,1
file1000207,22,1
file1000207,23,1
file1000207,24,1
file1000207,25,1
file1000207,26,1
file1000207,16,1
file1000207,16,1
file1000207,17,1
file1000207,17,1
file1000207,18,1
file1000207,18,1
file1000207,19,1
file1000207,19,1
file1000207,20,1
file1000207,20,1
file1000207,20,1
file1000208,21,1
file1000208,21,1
file1000208,22,1
file1000208,22,1
file1000208,22,1
file1000208,23,1
file1000208,23,1
file1000208,23,1
file1000208,24,1
file1000208,24,1
file1000208,24,1
file1000208,25,1
file1000208,25,1
file1000208,25,1
file1000208,17,1
file1000208,18,1
file1000208,19,1
file1000208,12,1
file1000208,12,1
file1000208,16,1
file1000208,17,1
file1000208,18,1
